id,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume
SYNTH_032,2417.198058,324.874057,706.538285,0.432013,243.772605,5680.241373,0.584967,52.940527,0.408768,768.917643,6226.201264,0.682592,4497.455908,0.459523,0.072463,54.465754,7.714188,0.862504,5678.268902,31.96508,85.386626,-0.128707,29.474506,532.919537,6643.383562,3744.383592,5684.35054,3.743612,6264.913806,0.726949,59.39854,3.820121,42.568026,41.314591,326.546411,59.491037,1.034478,2.946383,310.641613,4.56958,5658.893449,0.429621,19.176945,2615.029077,602.809609,6.031474,59.999049,58.772133,0.475218,5546.495869,3.880051,60.205924,8.286251,0.789093,3242.091723,9.966401,8.630922,5096.777202,0.529687,69.914263,0.221893,312.928521,1.043143,48.015753,895.804105,596.540724,0.901357,0.525278,52.395259,2.524045,0.883386,19.305331,0.57157,1.154067,32.27213,5266.384292,70.478619,21.386069,5.943811,0.696145,4.208362,47.177473,0.721218,0.554199,68.282955,5.776151,5676.265702,678.012985,5.682872,0.55477,778.032008,475.884105,564.40552,0.262205,0.401338,632.179309,402.65936,4.092753,0.201339,25.303318,9.805499,618.92545,0.184582,3989.239182,0.466211,0.332268,0.815022
SYNTH_033,5600.393622,592.531641,391.330746,0.541572,609.842719,5724.171685,0.47396,45.353551,0.607348,6662.155212,5107.135939,0.472713,5237.179995,0.52219,0.720063,53.048782,4.422797,6.501859,5275.701947,65.470077,39.204216,6.62601,44.349747,468.69043,2908.299148,5108.604424,5904.924576,4.562746,3723.253074,0.464543,53.406773,5.7502,58.607198,700.4183,544.221967,40.159282,0.32397,6.825949,476.458552,5.790272,5350.506025,0.530309,69.54038,4745.489888,523.26061,5.126925,42.229159,43.343146,0.509286,4714.327111,4.961308,53.312119,4.224678,0.389335,5900.695681,3.205794,2.986254,4678.562461,0.412558,47.656484,0.539628,539.245982,0.299987,51.393862,382.362549,7245.060739,0.256301,0.429687,46.802429,7.162077,0.46746,63.3024,0.447044,6.04929,55.395655,4893.293406,40.957829,67.499458,4.744131,0.332449,4.726137,42.870544,0.422457,0.58666,45.708463,5.180947,5130.460134,424.797974,6.025127,0.463568,448.668337,463.386342,564.589789,0.596762,0.542566,506.733127,525.239474,5.83211,0.64839,67.447306,67.994538,529.342896,0.790628,5169.930599,0.509341,0.517852,0.385146
SYNTH_034,3921.48815,475.476501,558.245223,0.52007,454.695788,4200.289794,0.495677,56.439648,0.42984,4280.581499,5345.287478,0.484091,5927.315498,0.587181,0.421854,39.283021,5.478261,4.48995,4671.85284,38.358596,74.438651,2.1623,35.963212,545.627306,4898.46469,6158.23895,4011.547409,4.751142,6252.486706,0.480087,49.954554,5.844588,41.880916,379.946017,416.676865,61.244401,0.538738,4.183914,640.760141,4.758667,4298.496668,0.590471,54.940302,5624.498219,550.165063,5.137742,44.695164,41.322177,0.322846,4401.610589,6.893228,44.481109,4.070826,0.624887,5450.575797,8.039129,5.831778,3376.226143,0.695033,50.140582,0.458928,583.511627,0.773966,49.039371,535.853565,3980.729116,0.555304,0.686693,55.580877,3.419084,0.638408,30.172866,0.469648,4.474011,44.700151,4702.402965,54.565694,32.165869,4.452133,0.558187,5.02711,55.622839,0.390119,0.569459,53.355516,5.291706,3602.753185,627.575645,5.276843,0.755785,597.679788,413.070465,397.242847,0.348288,0.353292,434.428519,435.272883,3.090483,0.416992,24.664929,18.866073,397.917685,0.29512,5889.189665,0.30736,0.407955,0.394105
SYNTH_035,8353.636995,992.552176,270.934228,0.258959,846.218091,6950.405963,0.550853,48.770549,0.392515,7340.591596,2620.063355,0.37398,4291.592643,0.652006,1.272201,98.914003,3.048717,8.146375,4040.722689,65.995523,-46.799874,14.031435,92.736995,327.918404,-587.7297,4917.313608,7915.103309,5.612831,-979.595078,0.264197,47.492542,2.190268,106.458648,738.724929,746.783834,-15.621909,0.003394,7.208365,-150.852099,4.60524,7991.897545,0.12098,71.052006,6444.649199,715.977769,3.530479,87.506949,51.522701,0.608803,8819.732458,1.014907,23.349587,2.948224,-0.514826,7726.4774,-2.490012,2.873559,8609.029846,-0.03519,39.399457,0.721888,848.159336,-0.020619,48.203109,226.912453,7992.93449,0.0611,0.107451,53.552282,13.692053,-0.274057,110.901937,0.362484,8.005542,75.478716,5236.480349,65.46509,71.489279,2.718936,0.05238,5.261772,71.880978,0.866754,0.632248,64.200526,9.665403,9205.265808,334.321364,0.558662,0.049914,558.953224,919.854829,1202.385227,0.967727,0.584171,336.139713,1110.552311,11.575651,0.679642,143.903882,130.391996,778.318116,1.515506,5201.816286,0.678993,1.287238,0.133025
SYNTH_036,3414.046031,562.124372,502.526329,0.431458,550.518971,4499.565619,0.372007,44.524504,0.415049,4609.765064,5882.248807,0.481709,5524.758815,0.489513,0.506439,42.649938,3.484085,4.849343,5286.476149,38.058152,44.731662,3.26401,59.543132,566.362811,4566.360089,5927.912036,3847.062253,5.12429,4642.033147,0.402951,39.251348,3.837297,61.919982,647.293802,407.246442,61.157933,0.447023,4.353017,605.821279,5.547791,5531.511695,0.393603,56.72252,5985.954307,486.32212,5.252797,51.625881,49.512132,0.498894,6033.919616,6.566209,37.363445,4.928767,0.645619,6540.284071,6.198397,5.558049,2388.167539,0.492207,33.839087,0.437894,584.583865,0.634304,65.816096,461.258439,3463.111102,0.545842,0.487012,50.712517,2.626103,0.583386,29.453877,0.447128,5.081778,43.29209,4468.47023,48.27337,19.203821,5.415906,0.661302,5.567235,58.479907,0.547211,0.535146,57.909996,6.051395,3876.74422,581.097499,5.946599,0.646806,396.833745,486.549067,530.12932,0.309229,0.306209,396.369252,299.89546,2.913962,0.413058,27.893336,18.584906,279.554539,0.201533,3680.409204,0.305894,0.423443,0.260086
SYNTH_037,5234.649299,690.64962,556.403855,0.474505,863.886811,5051.857712,0.39814,64.074016,0.271884,5273.101184,3133.15034,0.414846,5129.49399,0.37914,0.77733,48.164948,3.527164,6.273415,4308.693255,43.271027,45.308094,6.089376,59.94335,640.428542,3229.25793,6828.904394,4382.41153,5.098434,3751.412594,0.299451,41.340076,4.148524,73.287291,568.82159,381.856102,37.937991,0.187901,3.594404,500.193134,6.972299,4127.095448,0.456098,71.584274,6619.739099,366.739699,5.050369,41.182399,49.710321,0.517062,7617.521587,5.531196,31.218396,4.718844,0.349218,7819.936833,4.462634,5.038295,2199.857979,0.666054,17.336336,0.472376,944.568372,0.445183,58.659772,356.607032,4687.712163,0.317422,0.536955,49.17303,4.540822,0.347099,31.56459,0.395814,7.559344,53.199261,3474.59363,44.756717,39.001956,4.301542,0.56116,6.019706,66.959653,0.486226,0.645883,51.216084,6.7078,4151.433215,610.857602,2.860737,0.540992,494.214186,486.856659,472.110421,0.511735,0.24162,325.006872,242.135628,2.505214,0.483915,42.336518,33.903577,428.515022,0.392377,3580.688555,0.429659,0.508437,0.160858
SYNTH_038,4723.758707,635.600122,383.036495,0.444238,644.955968,5189.021745,0.412755,59.390611,0.415744,6332.994597,3754.869344,0.330904,4377.962675,0.417952,0.675664,54.692363,3.952837,5.420533,4787.444267,42.857955,41.841105,6.780192,58.970426,487.75864,3022.121725,5393.576132,4716.470437,5.345149,4343.19544,0.459349,46.327244,5.125235,67.274856,589.794083,534.471747,39.870386,0.263179,3.883994,512.33126,6.307662,4472.763538,0.512443,72.939942,7652.472431,356.424392,5.365879,57.220761,46.119657,0.530628,6066.431279,6.161151,36.103088,2.869063,0.247363,6461.753067,3.481761,5.008505,4466.222945,0.556515,35.579259,0.518614,839.797845,0.330181,58.486422,389.421472,4651.818908,0.361446,0.534466,47.26906,5.071653,0.308488,40.486621,0.530712,7.050253,35.201893,4464.658543,48.214945,39.839976,3.683411,0.526555,5.662122,59.076959,0.548841,0.647886,50.881419,5.600259,5061.355959,464.00037,3.592884,0.556513,477.941747,496.259073,470.335456,0.511841,0.28629,342.896117,437.73531,4.257367,0.555503,50.16814,41.947217,412.96622,0.462459,4676.809085,0.360276,0.56168,0.259823
SYNTH_039,4980.059144,492.660493,596.346206,0.43585,566.966706,4304.274304,0.570044,39.263841,0.477118,5602.957882,4866.487489,0.423773,4202.516445,0.575501,0.459628,36.832177,4.94103,4.685331,6001.069128,39.716068,61.313043,3.772197,45.710736,574.947031,5347.097194,4870.241236,5718.008373,4.862244,5288.952736,0.369148,60.842805,4.424399,50.060975,468.182948,514.812461,59.601146,0.561895,4.832547,532.805306,5.031521,5052.443906,0.565503,44.301509,4388.30553,415.558367,4.639338,44.034107,40.521701,0.451853,4954.160521,6.101722,50.672397,5.037667,0.584893,5781.779521,4.596021,4.467594,4593.003416,0.543964,51.868732,0.438171,483.945364,0.494477,54.496085,508.418981,6128.173058,0.423806,0.522406,49.484288,3.93122,0.515504,54.567482,0.612445,4.689454,53.152531,4222.820388,41.464529,53.678986,5.021452,0.560462,5.65166,51.803013,0.467535,0.493267,49.154466,4.133627,4526.446754,491.360387,4.756286,0.65158,457.84354,431.399534,394.55856,0.547422,0.462907,417.135941,405.205192,3.604857,0.462654,45.940888,49.362641,410.083395,0.441888,5097.88622,0.527631,0.300429,0.42209
SYNTH_040,2625.761493,555.393374,719.798972,0.687837,417.324796,2781.499045,0.454099,47.011719,0.300582,958.722963,6491.95055,0.491189,3494.845393,0.419617,0.208732,57.739955,7.159801,0.588078,5162.808284,22.030444,78.427309,1.017511,42.909478,536.233733,5358.872655,4507.628045,6759.220783,2.377735,5950.406087,0.600735,68.808288,2.460815,54.175728,-33.106867,479.294984,57.015106,0.872121,3.037086,123.367522,3.660339,5473.018931,0.53464,22.531122,3229.609438,660.398508,4.964711,64.185137,72.630381,0.566611,6912.95513,2.917421,69.331218,7.459213,0.575127,4049.18021,8.431819,8.720776,6468.909551,0.44567,55.456584,0.241137,363.980997,1.071018,54.465005,792.452205,138.982705,0.879461,0.373903,60.666055,2.804703,0.762444,42.745313,0.555984,1.906077,36.544823,5839.397006,78.257614,24.707789,6.182679,0.633547,5.279492,56.677711,0.784228,0.531754,68.32814,7.141019,7654.786097,653.108424,5.465744,0.400105,820.167545,504.64262,751.61599,0.307711,0.470095,492.869344,574.258863,5.627691,0.155856,22.162583,24.240526,502.836933,0.158572,3236.621685,0.508455,0.505418,0.678895
SYNTH_041,2664.872325,218.244207,737.293234,0.708023,265.311732,3258.568667,0.612499,42.059496,0.457559,-497.390246,6638.029867,0.629175,4914.80702,0.390817,0.015684,54.629159,9.069176,0.408407,6991.177531,33.483824,89.607523,-1.902663,20.497778,497.719653,8318.409136,3120.32142,6601.73902,3.006444,9345.896563,0.674253,57.322628,4.126686,39.002234,-72.150259,501.560562,87.526686,1.069134,4.165757,463.155581,4.73907,4043.221968,0.526457,14.556717,2726.690959,613.974459,6.106388,51.974951,56.568503,0.447203,5244.308675,3.767478,85.057083,9.207745,0.999654,2897.135847,11.1928,8.562416,5415.870392,0.549138,72.418941,0.2179,105.362262,1.253002,52.754812,1003.887094,272.072784,0.880377,0.386696,57.481432,1.378231,0.943677,22.352195,0.767775,1.22678,29.002195,5561.389521,66.14393,18.336105,5.475388,0.728729,2.09826,36.141192,0.681284,0.502458,64.671793,3.830356,5678.472218,657.830992,6.43776,0.510865,712.769081,416.782328,392.905716,0.16595,0.486336,608.58014,491.123184,3.71982,0.1767,12.900691,12.221027,511.161544,0.016404,4517.542916,0.66582,0.259831,0.930671
SYNTH_042,4609.126345,708.971526,442.454815,0.466692,679.751191,5762.555554,0.477788,56.715625,0.421374,6511.963156,3341.901644,0.42431,5199.865429,0.467185,0.79125,52.406604,2.201833,7.422913,4075.020441,67.923271,34.182015,8.245199,66.136191,604.651648,3526.410266,6212.915166,4128.527053,6.80588,3964.223413,0.408103,43.825273,3.662472,77.286974,717.171254,578.69205,19.076928,0.302132,5.484781,387.334788,6.859039,5518.583449,0.501684,67.456992,7211.831598,434.646056,4.764114,49.22241,54.977953,0.590462,6153.576129,4.951053,25.441951,4.160305,0.157546,7379.914734,3.341406,4.087024,3805.086235,0.485953,33.639134,0.629413,714.359285,0.256903,62.265447,367.226796,5375.541529,0.230094,0.516597,53.213531,7.324657,0.208788,62.868687,0.431256,8.149579,49.858712,5078.117615,52.37841,44.53641,4.368914,0.405729,5.736929,53.986848,0.538157,0.563276,56.567428,6.917536,6145.882965,460.395718,2.851933,0.45005,475.400202,505.294757,511.534613,0.58406,0.249242,348.048849,502.324667,3.895688,0.434175,64.632299,50.677429,369.769499,0.659519,3784.892584,0.298519,0.632559,0.146853
SYNTH_043,6262.406847,535.695186,234.922884,0.524343,622.338289,5379.687783,0.30871,65.907304,0.704836,10066.64665,3056.242163,0.346248,5233.110024,0.496595,0.719554,22.018729,2.343685,8.098111,5644.077822,63.044476,49.708814,7.61512,51.121303,610.708702,4440.471684,6574.968263,1768.760568,5.766008,5705.620619,0.303321,35.729566,7.426051,42.780301,865.75706,422.674347,47.152202,0.160954,6.626926,933.510762,5.88638,3443.795652,0.578655,72.410164,7264.569482,396.073051,5.057122,34.059082,37.486053,0.473577,4130.706211,8.625424,37.528373,2.358361,0.519044,6037.499988,2.302808,1.548499,1489.661428,0.786964,9.770925,0.751117,849.239279,0.155442,66.199565,280.702634,9634.794082,0.222576,0.845888,52.31,6.762265,0.3492,52.352698,0.704215,7.758734,71.955508,4536.673819,15.700875,66.858448,4.464699,0.345195,6.616512,55.090675,0.296109,0.341179,37.116116,2.969927,2343.695316,501.002901,5.534789,0.730885,207.501709,468.340849,196.70271,0.574579,0.347498,383.443601,324.773541,2.851009,0.755248,40.091206,59.06113,309.647139,0.469328,4131.072804,0.421807,0.413421,0.157565
SYNTH_044,2973.528324,459.120652,629.633668,0.465781,546.075869,4277.065551,0.413047,46.127985,0.423079,2762.275098,4789.230627,0.362436,5258.003836,0.502521,0.416407,52.011991,5.651998,3.284503,5429.899686,36.837148,69.689908,1.401947,37.099231,643.549547,3834.731283,4929.703688,5330.598628,4.522828,5990.168055,0.485626,54.589408,3.659985,69.612524,362.520223,379.276498,57.902344,0.690865,1.059124,500.538369,6.334614,3689.336189,0.45398,46.697971,5531.970862,462.597838,5.168968,56.25978,64.245394,0.563097,6610.774293,6.792382,42.198511,6.096869,0.575019,6566.672077,8.640531,7.917096,2653.715596,0.726475,34.17287,0.290214,674.882118,0.78999,66.297406,506.117761,2414.97646,0.466618,0.582927,57.572282,0.708285,0.707031,29.694387,0.443819,5.737062,33.6605,5208.529173,51.903901,27.141786,4.2074,0.744587,5.693012,56.150482,0.591231,0.703279,45.449041,6.255443,5289.28421,660.732431,3.790787,0.709505,592.424158,342.094591,326.99804,0.18708,0.108855,381.398032,175.142581,2.281615,0.144038,9.387609,5.222822,330.26158,0.028282,2399.493897,0.278894,0.369236,0.383338
SYNTH_045,2248.974459,560.023963,726.072854,0.393269,876.06915,3529.590533,0.340532,57.047979,0.311733,4871.457395,4438.252265,0.232318,5517.243674,0.30962,0.490951,28.050692,3.024492,4.480013,4357.916763,37.128486,69.629141,2.367795,44.869603,729.93083,4472.229522,7086.002751,3191.088298,4.427064,6514.613112,0.367512,35.013645,3.40205,66.668946,408.52461,238.859122,51.436226,0.444032,0.887511,713.508371,8.550125,3466.061001,0.500602,69.698177,7740.997374,321.310659,4.243226,38.845495,64.710523,0.467057,7193.282267,6.216263,21.399718,4.979613,0.602992,8188.496522,7.349644,5.890887,992.088264,0.878945,12.127277,0.277426,1003.884882,0.891799,87.620363,411.899404,2521.712703,0.384866,0.597958,61.770232,1.65439,0.449904,19.463923,0.331558,5.600752,34.186912,3702.059244,43.517549,8.5363,4.14402,0.834084,6.276045,63.133299,0.553096,0.664994,42.115133,7.036385,4240.823921,656.785157,4.392998,0.903059,438.674413,221.675768,183.983805,0.130134,-0.051744,220.736014,116.889906,1.161981,0.206935,6.2717,-4.577107,131.818984,-0.023736,2044.416551,0.29465,0.257817,0.141489
SYNTH_046,3948.111365,297.206603,711.585896,0.741276,235.057056,4983.084372,0.589432,49.546676,0.606483,1050.469094,6447.121601,0.772328,4129.315315,0.652116,0.055202,70.990512,8.980395,-0.054262,6944.714844,52.307088,67.690571,1.303963,15.46144,395.987153,8105.308265,3095.408041,8126.503989,3.332692,6369.657046,0.759954,62.113407,4.524188,24.70329,-145.604482,485.009726,67.796444,1.145951,5.78606,237.9553,1.366444,6057.166637,0.526127,2.938384,1037.798977,723.973881,5.801786,69.980679,56.285038,0.583946,3497.206117,1.57028,75.556039,8.85975,0.839582,268.639768,9.724071,7.826134,8239.634747,0.166018,92.270467,0.384971,-15.082297,0.978807,35.392719,850.681907,1281.228277,0.926806,0.394977,50.86146,4.272585,0.918938,47.796799,0.571487,0.466559,33.071482,6658.375387,59.346661,47.459315,6.921252,0.710356,3.151853,46.719102,0.699071,0.273699,54.305642,3.848411,5175.950282,534.021153,6.539966,0.395552,692.136763,477.244972,563.608807,0.440254,0.797011,784.29277,761.731609,7.311035,0.390877,42.653124,37.507186,832.858224,0.398133,6644.195305,0.76488,0.3609,1.056
SYNTH_047,4397.573021,524.013899,507.274144,0.477083,664.650507,5313.177741,0.417492,59.877981,0.353325,7736.130476,5640.049562,0.201129,5446.114898,0.352378,0.634769,19.026775,1.779015,8.952599,4497.363971,47.81263,62.804797,4.814212,61.060978,667.244177,4154.205231,6300.244604,2103.683617,5.048993,5251.691578,0.432738,48.537929,5.912516,48.187787,867.44549,345.951073,55.619743,0.271613,2.356633,889.532854,7.268193,3378.480642,0.47295,82.840556,7480.183412,350.588653,5.790526,37.312566,53.898525,0.474485,4911.4242,7.544146,30.982959,2.71018,0.588661,7607.585117,3.827843,3.974073,23.207735,0.872758,27.914159,0.538208,867.23091,0.311776,70.261343,267.232017,6706.198957,0.287096,0.643871,46.578375,3.56096,0.316045,33.419636,0.406307,8.497291,60.200316,3979.463792,35.430097,55.19638,5.860789,0.557561,8.133268,53.203129,0.241229,0.444398,46.237654,4.791638,3549.079554,517.204169,4.870748,0.84102,320.083329,461.275722,257.874981,0.612589,0.267314,337.70233,122.302838,1.39537,0.525787,26.161773,36.359779,223.368375,0.27883,4445.658427,0.305859,0.428019,0.137674
SYNTH_048,9018.995044,278.995656,259.429759,0.62245,331.318712,6070.739509,0.640595,46.655056,1.00219,8311.775359,5014.610811,0.787544,4798.98211,0.652897,0.519222,72.891497,5.301765,5.533299,5523.563771,84.141307,16.21167,9.779425,50.53925,275.279775,7143.506375,3123.278881,5559.639665,6.234378,3368.29954,0.502922,56.416583,7.173091,17.775127,620.587077,1031.797212,57.143983,0.334267,9.650842,387.827933,2.708364,6256.623425,0.687633,40.100263,3541.772633,806.345633,5.497829,54.325324,34.019021,0.441373,1927.588341,2.465384,70.32726,4.54237,0.413835,2383.121018,1.467772,1.503081,9666.369926,-0.018672,87.89131,0.794427,-147.737126,-0.198964,11.934457,639.840969,10719.336145,0.325942,0.348998,42.846725,10.741449,0.430199,115.663411,0.61595,3.905308,78.613064,6523.098417,45.546473,110.027504,6.532974,0.071215,3.79188,35.650748,0.224236,0.262016,45.458483,1.661302,5049.801493,184.27783,6.078548,0.117809,416.857481,687.946628,811.612223,0.8767,1.133565,781.92913,1029.000808,9.974762,1.095357,124.456866,120.938987,951.118196,1.254691,8970.239448,0.967542,0.701134,0.761199
SYNTH_049,1968.916773,391.444407,492.848655,0.471489,684.187919,5046.7,0.405166,74.091444,0.233586,6604.437308,4491.654258,0.197062,5173.654585,0.268708,0.431579,18.067301,2.510367,7.415051,3409.432074,35.145088,82.175662,2.837886,38.467088,728.335858,6343.204391,6576.157006,950.976314,5.576054,6157.046382,0.459697,40.679268,5.660892,37.025586,731.130543,177.937902,65.437065,0.313486,1.713173,976.137342,7.670222,1460.391107,0.617679,76.640277,7545.062836,275.342068,5.345705,40.496744,53.931364,0.364765,4525.145388,9.405901,35.387188,4.176947,0.571994,8193.035823,6.116623,4.213029,-867.166788,1.084734,11.862017,0.423057,794.293416,0.499064,69.819749,323.269531,5386.284623,0.38455,0.805661,43.131245,0.514461,0.571901,31.163266,0.544529,7.316995,42.434336,4114.272185,35.026081,22.842012,5.482574,0.60982,6.292687,51.058006,0.24494,0.625879,40.448444,4.277561,1920.652265,606.215141,6.372568,0.93641,240.489247,308.082488,-29.974876,0.374816,0.016107,307.556502,-169.665916,1.174986,0.378608,-1.072862,0.01209,-0.53871,-0.229002,2054.417211,0.072002,0.138626,0.168474
SYNTH_050,4426.005265,603.270167,489.813544,0.474533,593.70927,6330.876723,0.581845,46.099111,0.350656,1991.229562,2629.529075,0.540586,4605.673798,0.431557,0.779714,79.089142,6.57387,4.054746,4576.0836,34.167857,18.247884,7.439517,61.452015,451.167704,2439.979432,4676.243414,7265.606197,6.064631,2526.917324,0.486532,57.409095,1.825619,67.142797,226.865193,367.885622,23.047075,0.576948,4.698129,52.40029,6.421522,5255.847053,0.25745,48.838342,5379.107884,491.511983,3.909794,75.787493,70.866078,0.581616,9583.406872,2.437378,40.162613,6.134658,0.076556,6522.489046,5.697528,7.696295,8132.943699,0.353847,55.933549,0.342937,646.631461,0.824203,53.042439,583.55592,2123.108427,0.686355,0.326492,60.439353,5.726855,0.284399,56.10631,0.424609,4.306333,44.074274,5314.401093,74.072848,37.204439,4.207419,0.525709,3.891851,67.094994,0.928034,0.74648,75.802668,9.10099,8567.636302,484.726578,2.405351,0.155888,692.250691,494.281077,959.417696,0.398971,0.39921,414.692987,690.513897,6.450662,0.22442,70.619935,49.210541,485.368764,0.794313,4401.885702,0.375322,0.831283,0.358996
SYNTH_051,5703.993696,382.529663,321.660371,0.507862,611.003434,4694.76609,0.46111,48.929843,0.567328,7261.967135,6646.16644,0.42173,6244.267832,0.464684,0.63748,30.355453,3.305922,7.467406,4704.981212,62.831838,62.93625,5.493504,53.130965,524.946367,4352.969836,5654.537809,2475.477923,4.397157,5128.318655,0.410337,46.464266,5.361271,41.655791,735.030885,526.122411,65.518401,0.30854,5.411701,848.471853,5.622565,4524.727692,0.640061,65.24928,6811.373098,428.810407,4.303727,35.347788,51.008636,0.433713,2593.900448,7.208935,47.157872,4.233215,0.623121,5513.044409,3.85219,1.799511,3429.290726,0.679167,45.35766,0.645893,455.33508,0.208289,35.117244,344.398187,6941.848847,0.507374,0.653014,55.349017,6.298023,0.474722,44.300813,0.543922,6.534257,56.044328,3570.839695,28.881294,62.730243,4.592429,0.392099,6.141709,41.2134,0.245057,0.346609,42.736688,3.586888,3862.890201,409.50857,5.063962,0.505352,273.091416,411.973169,249.939843,0.52892,0.514492,469.632583,445.272621,5.470687,0.712403,48.101928,52.311993,422.557204,0.449542,5977.091151,0.581092,0.344103,0.387725
SYNTH_052,6358.60757,459.232689,423.086443,0.626081,296.79447,6210.713324,0.662011,44.954085,0.64769,4780.114742,5235.221018,0.626575,4851.30637,0.565401,0.410107,71.979069,7.006665,3.987843,5701.594294,60.830709,33.689454,6.491499,46.531734,361.763182,5829.165299,3033.256666,4673.143978,6.101282,3629.620286,0.545659,44.117336,5.908878,36.781475,372.991071,637.492291,47.030745,0.513238,7.574798,355.699195,3.66455,6431.409697,0.503945,20.944221,3757.247238,669.168966,4.761276,59.271571,38.455122,0.511581,3213.1951,3.440078,66.550614,5.122981,0.539682,3386.676997,4.046354,4.319638,7797.055254,0.24876,81.528392,0.574095,222.968646,0.406885,36.816348,581.97863,6404.325037,0.401279,0.356168,40.629232,7.323083,0.567507,73.672893,0.573048,4.227685,52.541769,6999.788838,62.951548,66.522844,5.909093,0.382995,4.319989,37.676834,0.537596,0.354782,57.736633,3.694335,5541.511477,465.161569,5.497677,0.285393,589.700445,626.060236,685.514078,0.689567,0.95975,587.725716,887.418608,8.542526,0.652774,83.411335,81.273305,777.39815,0.850445,6631.346523,0.772908,0.633935,0.822498
